CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV,Room_Efficiency,Location_Convenience,Quiet_Livability,Edu_Tax_Balance,Composite_Risk,River_Premium_Factor,Highway_Grade_Score
0.25915,0,21.89,0,0.624,5.693,96.0,1.7883,4,437.0,21.2,392.11,17.19,16.2,13.027459954233409,7.284680000000001,1.8771753441300172,-7.093821510297482,0.9212117370672968,0.0,2
0.32543,0,21.89,0,0.624,6.431,98.8,1.8125,4,437.0,21.2,396.9,15.39,18.0,14.7162471395881,7.275,1.8563427212451642,-7.093821510297482,0.8722878341145845,0.0,2
0.88125,0,21.89,0,0.624,5.637,94.7,1.9799,4,437.0,21.2,396.9,18.34,14.3,12.899313501144164,7.2080400000000004,1.895519976435985,-7.093821510297482,0.9599368829072871,0.0,2
0.34006,0,21.89,0,0.624,6.458,98.9,2.1185,4,437.0,21.2,395.04,12.6,19.2,14.778032036613272,7.1526,1.7803858323956816,-7.093821510297482,0.7954655168203117,0.0,2
1.19294,0,21.89,0,0.624,6.326,97.7,2.271,4,437.0,21.2,396.9,12.26,19.6,14.475972540045765,7.0916,1.7586455405320784,-7.093821510297482,0.7956697839308109,0.0,2
0.59005,0,21.89,0,0.624,6.372,97.9,2.3274,4,437.0,21.2,385.76,11.12,23.0,14.581235697940503,7.06904,1.729248319124504,-7.093821510297482,0.7574364920490135,0.0,2
0.32982,0,21.89,0,0.624,5.822,95.4,2.4699,4,437.0,21.2,388.69,15.03,18.4,13.322654462242562,7.012040000000001,1.8113934984189661,-7.093821510297482,0.8624034018216908,0.0,2
0.97617,0,21.89,0,0.624,5.757,98.4,2.346,4,437.0,21.2,262.76,17.31,15.6,13.17391304347826,7.0616,1.9052033892258766,-7.093821510297482,0.9325821272673918,0.0,2
0.55778,0,21.89,0,0.624,6.335,98.2,2.1107,4,437.0,21.2,394.67,16.96,18.1,14.496567505720824,7.15572,1.8934858203464753,-7.093821510297482,0.9182216878992717,0.0,2
0.32264,0,21.89,0,0.624,5.942,93.5,1.9669,4,437.0,21.2,378.25,16.9,17.4,13.597254004576659,7.213240000000001,1.8434264836893797,-7.093821510297482,0.9139231418539379,0.0,2
0.35233,0,21.89,0,0.624,6.454,98.4,1.8498,4,437.0,21.2,394.08,14.59,17.1,14.768878718535468,7.260079999999999,1.8301482015879076,-7.093821510297482,0.8505151284411867,0.0,2
0.2498,0,21.89,0,0.624,5.857,98.2,1.6686,4,437.0,21.2,392.04,21.32,13.3,13.402745995423341,7.33256,2.013794871119102,-7.093821510297482,1.0350691177278217,0.0,2
0.54452,0,21.89,0,0.624,6.151,97.9,1.6687,4,437.0,21.2,396.9,18.46,17.8,14.075514874141875,7.33252,1.9317869504710825,-7.093821510297482,0.9594633771731625,0.0,2
0.2909,0,21.89,0,0.624,6.174,93.6,1.6119,4,437.0,21.2,388.08,24.16,14.0,14.128146453089245,7.355240000000001,2.044787475634599,-7.093821510297482,1.113897517734467,0.0,2
1.62864,0,21.89,0,0.624,5.019,100.0,1.4394,4,437.0,21.2,396.9,34.41,14.4,11.48512585812357,7.424240000000001,2.3935355517401136,-7.093821510297482,1.4117700373885151,0.0,2
3.32105,0,19.58,1,0.871,5.403,100.0,1.3216,5,403.0,14.7,396.9,26.82,13.4,13.406947890818858,9.3392,2.692328918322296,0.3722084367245666,1.7295856843199569,1.086275489611962,1
4.0974,0,19.58,0,0.871,5.468,100.0,1.4118,5,403.0,14.7,396.9,26.42,15.6,13.568238213399503,9.2941,2.681291390728477,0.3722084367245666,1.7272741435432495,0.0,1
2.77974,0,19.58,0,0.871,4.903,97.8,1.3459,5,403.0,14.7,396.9,29.29,11.8,12.16625310173697,9.32705,2.7378285966312235,0.3722084367245666,1.791658223325049,0.0,1
2.37934,0,19.58,0,0.871,6.13,100.0,1.4191,5,403.0,14.7,172.91,27.8,13.8,15.210918114143919,9.29045,2.7193708609271523,0.3722084367245666,1.7460430335770423,0.0,1
2.15505,0,19.58,0,0.871,5.628,100.0,1.5166,5,403.0,14.7,169.27,16.65,15.6,13.965260545905707,9.2417,2.411699779249448,0.3722084367245666,1.4358509863770736,0.0,1
2.36862,0,19.58,0,0.871,4.926,95.7,1.4608,5,403.0,14.7,391.71,29.53,14.6,12.22332506203474,9.2696,2.7228239247220154,0.3722084367245666,1.793659850204969,0.0,1
2.33099,0,19.58,0,0.871,5.186,93.8,1.5296,5,403.0,14.7,356.99,28.32,17.8,12.86848635235732,9.2352,2.6698679475200233,0.3722084367245666,1.7598483771064972,0.0,1
2.73397,0,19.58,0,0.871,5.597,94.9,1.5257,5,403.0,14.7,351.85,21.45,15.4,13.88833746898263,9.23715,2.4916269383876344,0.3722084367245666,1.5748082387216331,0.0,1
1.6566,0,19.58,0,0.871,6.122,97.3,1.618,5,403.0,14.7,372.8,14.1,21.5,15.19106699751861,9.191,2.313529155668924,0.3722084367245666,1.3598842901459207,0.0,1
1.49632,0,19.58,0,0.871,5.404,100.0,1.5916,5,403.0,14.7,341.6,13.28,19.6,13.40942928039702,9.2042,2.318708609271523,0.3722084367245666,1.3354558500231122,0.0,1
1.12658,0,19.58,1,0.871,5.012,88.0,1.6102,5,403.0,14.7,343.28,12.12,15.3,12.436724565756823,9.1949,2.1631158451608794,0.3722084367245666,1.2992912315476866,1.086275489611962,1
2.14918,0,19.58,0,0.871,5.709,98.5,1.6232,5,403.0,14.7,261.95,15.79,19.4,14.16625310173697,9.1884,2.372521103161666,0.3722084367245666,1.412054324665657,0.0,1
1.41385,0,19.58,1,0.871,6.129,96.0,1.7494,5,403.0,14.7,321.02,15.12,17.0,15.208436724565754,9.1253,2.3282865915069006,0.3722084367245666,1.3853015340387174,1.086275489611962,1
3.53501,0,19.58,1,0.871,6.152,82.6,1.7455,5,403.0,14.7,88.01,15.02,15.6,15.265508684863523,9.12725,2.187525149876211,0.3722084367245666,1.4063834791151895,1.086275489611962,1
2.44668,0,19.58,0,0.871,5.272,94.0,1.7364,5,403.0,14.7,88.63,16.14,13.1,13.081885856079404,9.1318,2.3358349645230447,0.3722084367245666,1.4250559895811197,0.0,1
1.22358,0,19.58,0,0.605,6.943,97.4,1.8773,5,403.0,14.7,363.43,4.59,41.3,17.228287841191065,9.061350000000001,1.504816700362624,0.3722084367245666,0.5452749283260729,0.0,1
1.34284,0,19.58,0,0.605,6.066,100.0,1.7573,5,403.0,14.7,353.89,6.43,24.3,15.052109181141438,9.12135,1.5823658463467145,0.3722084367245666,0.597388008903301,0.0,1
1.42502,0,19.58,0,0.871,6.51,100.0,1.7659,5,403.0,14.7,364.31,7.39,23.3,16.153846153846153,9.11705,2.1561810154525385,0.3722084367245666,1.172126861395008,0.0,1
1.27346,0,19.58,1,0.605,6.25,92.6,1.7984,5,403.0,14.7,338.92,5.5,27.0,15.508684863523571,9.1008,1.4804935020031347,0.3722084367245666,0.570945942775628,1.086275489611962,1
1.46336,0,19.58,0,0.605,7.489,90.8,1.9709,5,403.0,14.7,374.43,1.73,50.0,18.583126550868485,9.01455,1.3579272143181056,0.3722084367245666,0.46905167541779474,0.0,1
1.83377,0,19.58,1,0.605,7.802,98.2,2.0407,5,403.0,14.7,389.61,1.92,50.0,19.359801488833746,8.97965,1.4393801326131204,0.3722084367245666,0.47845782011666826,1.086275489611962,1
1.51902,0,19.58,1,0.605,8.375,93.9,2.162,5,403.0,14.7,388.45,3.32,50.0,20.781637717121587,8.919,1.433727236143083,0.3722084367245666,0.5135514525832476,1.086275489611962,1
2.24236,0,19.58,0,0.605,5.854,91.8,2.422,5,403.0,14.7,395.11,11.64,22.7,14.52605459057072,8.789,1.641680621629018,0.3722084367245666,0.7512621937328399,0.0,1
2.924,0,19.58,0,0.605,6.101,93.0,2.2834,5,403.0,14.7,240.16,9.81,25.0,15.13895781637717,8.8583,1.6035423262961532,0.3722084367245666,0.7084269742434088,0.0,1
2.01019,0,19.58,0,0.605,7.929,96.2,2.0459,5,403.0,14.7,369.3,3.7,50.0,19.674937965260547,8.97705,1.46789980805752,0.3722084367245666,0.5295577361731865,0.0,1
1.80028,0,19.58,0,0.605,5.877,79.2,2.4259,5,403.0,14.7,227.61,12.14,23.8,14.583126550868485,8.78705,1.5257144003282952,0.3722084367245666,0.7600902306133939,0.0,1
2.3004,0,19.58,0,0.605,6.319,96.1,2.1,5,403.0,14.7,297.09,11.1,23.8,15.679900744416873,8.95,1.6710642024257663,0.3722084367245666,0.7370138870873737,0.0,1
2.44953,0,19.58,0,0.605,6.402,95.2,2.2625,5,403.0,14.7,330.04,11.32,22.3,15.885856079404466,8.86875,1.6678660475457243,0.3722084367245666,0.7447607125077893,0.0,1
1.20742,0,19.58,0,0.605,5.875,94.6,2.4259,5,403.0,14.7,292.29,14.43,17.4,14.578163771712157,8.78705,1.7475036278832383,0.3722084367245666,0.816616472630298,0.0,1
2.3139,0,19.58,0,0.605,5.88,97.3,2.3887,5,403.0,14.7,348.13,12.03,19.1,14.590570719602976,8.80565,1.7090848474902525,0.3722084367245666,0.7628278754880675,0.0,1
0.13914,0,4.05,0,0.51,5.572,88.5,2.5961,5,296.0,16.6,396.9,14.69,23.1,18.824324324324326,8.70195,1.4963829366287253,-2.7027027027027053,0.6163104049065291,0.0,1
0.09178,0,4.05,0,0.51,6.416,84.1,2.6463,5,296.0,16.6,395.5,9.04,23.6,21.675675675675677,8.67685,1.2951637502002233,-2.7027027027027053,0.45987301266263114,0.0,1
0.08447,0,4.05,0,0.51,5.859,68.7,2.7019,5,296.0,16.6,393.23,9.64,22.6,19.79391891891892,8.649049999999999,1.1531206595106227,-2.7027027027027053,0.47634714141584683,0.0,1
0.06664,0,4.05,0,0.51,6.546,33.1,3.1323,5,296.0,16.6,390.96,5.33,29.4,22.114864864864867,8.43385,0.6675589618911366,-2.7027027027027053,0.3572173766913729,0.0,1
0.07022,0,4.05,0,0.51,6.02,47.2,3.5549,5,296.0,16.6,393.23,10.11,23.2,20.33783783783784,8.22255,0.9446685391913414,-2.7027027027027053,0.48915606977434906,0.0,1
0.05425,0,4.05,0,0.51,6.315,73.4,3.3175,5,296.0,16.6,395.6,6.29,24.6,21.334459459459463,8.34125,1.1090850734304114,-2.7027027027027053,0.3835681823038457,0.0,1
0.06642,0,4.05,0,0.51,6.86,74.4,2.9153,5,296.0,16.6,391.27,6.92,29.9,23.175675675675677,8.54235,1.1367678405647235,-2.7027027027027053,0.4010890761298467,0.0,1
0.0578,0,2.46,0,0.488,6.98,58.4,2.829,3,193.0,17.8,396.9,5.04,37.2,36.16580310880829,5.1513,0.874845392377082,-7.253886010362696,0.30384832000529965,0.0,3
0.06588,0,2.46,0,0.488,7.765,83.3,2.741,3,193.0,17.8,395.56,7.56,39.8,40.233160621761655,5.1777,1.2008184794519212,-7.253886010362696,0.3734755610982202,0.0,3
0.06888,0,2.46,0,0.488,6.144,62.2,2.5979,3,193.0,17.8,396.9,9.45,36.2,31.83419689119171,5.22063,1.0356690465603164,-7.253886010362696,0.42566159825569594,0.0,3
0.09103,0,2.46,0,0.488,7.155,92.2,2.7006,3,193.0,17.8,394.12,4.82,37.9,37.07253886010363,5.189819999999999,1.216869499883283,-7.253886010362696,0.2981511770167363,0.0,3
0.10008,0,2.46,0,0.488,6.563,95.6,2.847,3,193.0,17.8,396.9,5.68,32.5,34.005181347150256,5.145899999999999,1.275615632201755,-7.253886010362696,0.321983581161435,0.0,3
0.08308,0,2.46,0,0.488,5.604,89.8,2.9879,3,193.0,17.8,391.0,13.98,26.4,29.036269430051814,5.10363,1.4449120949640237,-7.253886010362696,0.5508212028319863,0.0,3
0.06047,0,2.46,0,0.488,6.153,68.8,3.2797,3,193.0,17.8,387.11,13.15,29.6,31.880829015544037,5.01609,1.2057373405518546,-7.253886010362696,0.5276642021262257,0.0,3
0.05602,0,2.46,0,0.488,7.831,53.6,3.1992,3,193.0,17.8,392.63,4.45,50.0,40.575129533678755,5.04024,0.8091314655407716,-7.253886010362696,0.2875479600335859,0.0,3
0.07875,45,3.44,0,0.437,6.782,41.1,3.7886,5,398.0,15.2,393.87,6.68,32.0,17.040201005025125,8.1057,0.6369941455957822,-0.25125628140703427,0.24439938448384196,0.0,1
0.12579,45,3.44,0,0.437,6.556,29.1,4.5667,5,398.0,15.2,382.84,4.56,29.8,16.472361809045225,7.71665,0.454911315259973,-0.25125628140703427,0.18642920649496025,0.0,1
0.0837,45,3.44,0,0.437,7.185,38.9,4.5667,5,398.0,15.2,396.9,5.39,34.9,18.052763819095475,7.71665,0.5787410645228117,-0.25125628140703427,0.20885899480029946,0.0,1
0.09068,45,3.44,0,0.437,6.951,21.5,6.4798,5,398.0,15.2,377.68,5.1,37.0,17.464824120603012,6.7600999999999996,0.39154215258886865,-0.25125628140703427,0.20093524081185865,0.0,1
0.06911,45,3.44,0,0.437,6.739,30.8,6.4798,5,398.0,15.2,389.71,4.69,30.5,16.9321608040201,6.7600999999999996,0.4760062357238447,-0.25125628140703427,0.18937933342885743,0.0,1
0.08664,45,3.44,0,0.437,7.178,26.3,6.4798,5,398.0,15.2,390.49,2.87,36.4,18.035175879396984,6.7600999999999996,0.3794415098887552,-0.25125628140703427,0.13935561585038733,0.0,1
0.02187,60,2.93,0,0.401,6.8,9.9,6.2196,1,265.0,15.6,393.37,5.03,31.1,25.660377358490564,1.3780400000000002,0.1960720415669268,-1.1320754716981125,0.12415619159939195,0.0,5
0.01439,60,2.93,0,0.401,6.604,18.8,6.2196,1,265.0,15.6,376.7,4.38,29.1,24.920754716981133,1.3780400000000002,0.2697941436759926,-1.1320754716981125,0.10613613586291135,0.0,5
0.01381,80,0.46,0,0.422,7.875,32.0,5.6484,4,255.0,14.4,394.23,2.97,50.0,30.88235294117647,5.740640000000001,0.41003906294841574,1.1764705882352935,0.11043220857775084,0.0,2
0.04011,80,1.52,0,0.404,7.287,34.1,7.309,2,329.0,12.6,396.9,4.08,33.3,22.148936170212764,2.5382,0.42525835344972596,3.6474164133738607,0.10431991627246542,0.0,4
0.04666,80,1.52,0,0.404,7.107,36.6,7.309,2,329.0,12.6,354.31,8.61,30.3,21.601823708206688,2.5382,0.5760050063848443,3.6474164133738607,0.22939353669321902,0.0,4
0.03768,80,1.52,0,0.404,7.274,38.3,7.309,2,329.0,12.6,392.2,6.62,34.6,22.109422492401215,2.5382,0.5386010306014755,3.6474164133738607,0.17438090387910432,0.0,4
0.0315,95,1.47,0,0.403,6.975,15.3,7.6534,3,402.0,17.0,396.9,4.56,34.9,17.350746268656714,3.7039799999999996,0.24283094332149385,-2.487562189054726,0.11541056189224935,0.0,3
0.01778,95,1.47,0,0.403,7.135,13.9,7.6534,3,402.0,17.0,384.3,4.45,32.9,17.74875621890547,3.7039799999999996,0.2253774975895273,-2.487562189054726,0.11222103231192782,0.0,3
0.03445,82,2.03,0,0.415,6.162,38.4,6.27,2,348.0,14.7,393.77,7.43,24.1,17.70689655172414,2.7460000000000004,0.5846156349523306,0.4310344827586217,0.2193293376913282,0.0,4
0.02177,82,2.03,0,0.415,7.61,15.7,6.27,2,348.0,14.7,395.38,3.11,42.3,21.867816091954026,2.7460000000000004,0.2316307282882102,0.4310344827586217,0.09998151953531126,0.0,4
0.0351,95,2.68,0,0.4161,7.853,33.2,5.118,4,224.0,14.7,392.78,3.81,48.5,35.058035714285715,5.9528,0.4334363466088193,0.6696428571428588,0.12171039329614405,0.0,2
0.02009,95,2.68,0,0.4161,8.034,31.9,5.118,4,224.0,14.7,390.55,2.88,50.0,35.86607142857143,5.9528,0.3943858354269285,0.6696428571428588,0.09587943285952072,0.0,2
0.13642,0,10.59,0,0.489,5.891,22.3,3.9454,4,277.0,18.6,396.9,10.87,22.6,21.26714801444043,6.42184,0.665993301842608,-6.498194945848377,0.4676615676981572,0.0,2
0.22969,0,10.59,0,0.489,6.326,52.5,4.3549,4,277.0,18.6,394.87,10.97,24.4,22.83754512635379,6.25804,0.9797722511972935,-6.498194945848377,0.4714692819086259,0.0,2
0.25199,0,10.59,0,0.489,5.783,72.7,4.3549,4,277.0,18.6,389.43,18.06,22.5,20.87725631768953,6.25804,1.3834453835134919,-6.498194945848377,0.6673601051323965,0.0,2
0.13587,0,10.59,1,0.489,6.064,59.1,4.2392,4,277.0,18.6,381.32,14.66,24.4,21.891696750902526,6.304320000000001,1.1495646069989862,-6.498194945848377,0.5722359597822007,1.086275489611962,2
0.43571,0,10.59,1,0.489,5.344,100.0,3.875,4,277.0,18.6,396.9,23.09,20.0,19.292418772563177,6.45,1.8033957430572587,-6.498194945848377,0.8082219831286178,1.086275489611962,2
0.17446,0,10.59,1,0.489,5.96,92.1,3.8771,4,277.0,18.6,393.25,17.27,21.7,21.516245487364618,6.449160000000001,1.5614402932922185,-6.498194945848377,0.6446895696275767,1.086275489611962,2
0.37578,0,10.59,1,0.489,5.404,88.6,3.665,4,277.0,18.6,395.24,23.98,19.3,19.50902527075812,6.534000000000001,1.710549504569366,-6.498194945848377,0.8321068832743665,1.086275489611962,2
0.21719,0,10.59,1,0.489,5.807,53.8,3.6526,4,277.0,18.6,390.94,16.03,22.4,20.96389891696751,6.53896,1.132785234785365,-6.498194945848377,0.610953508984265,1.086275489611962,2
0.14052,0,10.59,0,0.489,6.375,32.3,3.9454,4,277.0,18.6,385.81,9.38,28.1,23.014440433212993,6.42184,0.727865123296106,-6.498194945848377,0.4265928604226456,0.0,2
0.28955,0,10.59,0,0.489,5.412,9.8,3.5875,4,277.0,18.6,348.93,29.55,23.7,19.537906137184113,6.565000000000001,1.0527125757983624,-6.498194945848377,0.9848352506088938,0.0,2
0.19802,0,10.59,0,0.489,6.182,42.4,3.9454,4,277.0,18.6,393.63,9.47,25.0,22.31768953068592,6.42184,0.8343650448625938,-6.498194945848377,0.4297225902676417,0.0,2
0.0456,0,13.89,1,0.55,5.888,56.0,3.1121,5,276.0,16.4,392.8,13.51,23.3,21.333333333333332,8.443950000000001,1.211420268819391,-2.536231884057968,0.6650028582068193,1.086275489611962,1
0.07013,0,13.89,0,0.55,6.642,85.1,3.4211,5,276.0,16.4,392.78,9.69,28.7,24.065217391304348,8.28945,1.4057029204631981,-2.536231884057968,0.55987018097151,0.0,1
0.11069,0,13.89,1,0.55,5.951,93.8,2.8893,5,276.0,16.4,396.9,17.92,21.5,21.561594202898547,8.55535,1.722398402920236,-2.536231884057968,0.7874231958350635,1.086275489611962,1
0.11425,0,13.89,1,0.55,6.373,92.4,3.3633,5,276.0,16.4,393.74,10.5,23.0,23.090579710144926,8.31835,1.5032341404112275,-2.536231884057968,0.5827170725113828,1.086275489611962,1
0.35809,0,6.2,1,0.507,6.951,88.5,2.8617,8,307.0,17.4,391.7,9.71,26.7,22.64169381107492,13.710640000000001,1.352792878579506,-3.9087947882736134,0.4751812920670821,1.086275489611962,-2
0.40771,0,6.2,1,0.507,6.164,91.3,3.048,8,307.0,17.4,395.24,21.46,21.7,20.078175895765472,13.561599999999999,1.7058565029352712,-3.9087947882736134,0.7999663819718192,1.086275489611962,-2
0.62356,0,6.2,1,0.507,6.879,77.7,3.2721,8,307.0,17.4,390.39,9.93,27.5,22.407166123778502,13.38232,1.2476379780763946,-3.9087947882736134,0.4842357510371888,1.086275489611962,-2
0.6147,0,6.2,0,0.507,6.618,80.8,3.2721,8,307.0,17.4,396.9,7.6,30.1,21.55700325732899,13.38232,1.215270229481946,-3.9087947882736134,0.41984256853939517,0.0,-2
0.31533,0,6.2,0,0.504,8.266,78.3,2.8944,8,307.0,17.4,385.05,4.14,44.8,26.925081433224758,13.68448,1.0878761233541208,-3.9087947882736134,0.3148302687266859,0.0,-2
0.52693,0,6.2,0,0.504,8.725,83.0,2.8944,8,307.0,17.4,382.0,4.63,50.0,28.420195439739413,13.68448,1.1498008021745714,-3.9087947882736134,0.3307295730110177,0.0,-2
0.38214,0,6.2,0,0.504,8.04,86.5,3.2157,8,307.0,17.4,387.38,3.13,37.6,26.188925081433222,13.427440000000002,1.1444553878069161,-3.9087947882736134,0.28771143984398,0.0,-2
0.41238,0,6.2,0,0.504,7.163,79.9,3.2157,8,307.0,17.4,372.08,6.36,31.6,23.33224755700326,13.427440000000002,1.165612259378292,-3.9087947882736134,0.37717936547301334,0.0,-2
0.29819,0,6.2,0,0.504,7.686,17.0,3.3751,8,307.0,17.4,377.51,3.92,46.7,25.035830618892508,13.29992,0.45049755320841617,-3.9087947882736134,0.30856697908264774,0.0,-2
0.44178,0,6.2,0,0.504,6.552,21.4,3.3751,8,307.0,17.4,380.34,3.76,31.5,21.34201954397394,13.29992,0.491396651336697,-3.9087947882736134,0.30576588502466423,0.0,-2
0.537,0,6.2,0,0.504,5.981,68.1,3.6715,8,307.0,17.4,378.35,11.65,24.3,19.482084690553744,13.0628,1.1900593599527887,-3.9087947882736134,0.5245513666546002,0.0,-2
0.46296,0,6.2,0,0.504,7.412,76.9,3.6715,8,307.0,17.4,376.14,5.25,31.7,24.143322475570034,13.0628,1.104087136783302,-3.9087947882736134,0.3471187334050082,0.0,-2
0.57529,0,6.2,0,0.507,8.337,73.3,3.8384,8,307.0,17.4,385.91,2.47,41.7,27.156351791530945,12.92928,0.9964739792858623,-3.9087947882736134,0.27784331825066666,0.0,-2
0.33147,0,6.2,0,0.507,8.247,70.4,3.6519,8,307.0,17.4,378.95,3.95,48.3,26.863192182410423,13.078479999999999,1.0074467139782552,-3.9087947882736134,0.31594169233433883,0.0,-2
0.44791,0,6.2,1,0.507,6.726,66.5,3.6519,8,307.0,17.4,360.2,8.05,29.0,21.908794788273617,13.078479999999999,1.080416593236115,-3.9087947882736134,0.430385107696564,1.086275489611962,-2
0.33045,0,6.2,0,0.507,6.086,61.5,3.6519,8,307.0,17.4,376.75,10.88,24.0,19.824104234527688,13.078479999999999,1.1070137950921475,-3.9087947882736134,0.5071553933431812,0.0,-2
0.52058,0,6.2,1,0.507,6.631,76.5,4.148,8,307.0,17.4,388.45,9.54,25.1,21.599348534201955,12.681600000000001,1.2245179952635645,-3.9087947882736134,0.47231669126234366,1.086275489611962,-2
0.51183,0,6.2,0,0.507,7.358,71.6,4.148,8,307.0,17.4,390.07,4.73,31.5,23.96742671009772,12.681600000000001,1.041328286195059,-3.9087947882736134,0.33949207405635073,0.0,-2
0.08244,30,4.93,0,0.428,6.481,18.5,6.1899,6,300.0,16.6,379.41,6.36,23.7,21.603333333333335,8.286059999999999,0.37689586246873785,-2.666666666666669,0.217092318600586,0.0,0
0.09252,30,4.93,0,0.428,6.606,42.2,6.1899,6,300.0,16.6,383.78,7.37,23.3,22.02,8.286059999999999,0.6488438894680535,-2.666666666666669,0.24507537254462725,0.0,0
0.11329,30,4.93,0,0.428,6.897,54.3,6.3361,6,300.0,16.6,391.25,11.38,22.0,22.990000000000002,8.19834,0.884108903802062,-2.666666666666669,0.3559600364648844,0.0,0
0.10612,30,4.93,0,0.428,6.095,65.1,6.3361,6,300.0,16.6,394.62,12.4,20.1,20.316666666666666,8.19834,1.023480139846012,-2.666666666666669,0.3840251427578551,0.0,0
0.1029,30,4.93,0,0.428,6.358,52.9,7.0355,6,300.0,16.6,372.75,11.22,22.2,21.19333333333333,7.778700000000001,0.8652757671208681,-2.666666666666669,0.35142824433245146,0.0,0
0.12757,30,4.93,0,0.428,6.393,7.8,7.0355,6,300.0,16.6,374.71,5.19,23.7,21.31,7.778700000000001,0.23441541969451038,-2.666666666666669,0.18531480070753742,0.0,0
0.20608,22,5.86,0,0.431,5.593,76.5,7.9549,7,330.0,19.1,372.49,12.5,17.6,16.94848484848485,8.431569999999999,1.1498170986347798,-6.212121212121214,0.39408089046149536,0.0,-1
0.19133,22,5.86,0,0.431,5.605,70.2,7.9549,7,330.0,19.1,389.13,18.46,18.5,16.984848484848484,8.431569999999999,1.2493946943861842,-6.212121212121214,0.5583742651657164,0.0,-1
0.33983,22,5.86,0,0.431,6.108,34.9,8.0555,7,330.0,19.1,390.18,9.16,24.3,18.509090909090908,8.361149999999999,0.6292294383860205,-6.212121212121214,0.3034208528051371,0.0,-1
0.19657,22,5.86,0,0.431,6.226,79.2,8.0555,7,330.0,19.1,376.14,10.15,20.5,18.866666666666667,8.361149999999999,1.1127780091910213,-6.212121212121214,0.3291285257407299,0.0,-1
0.16439,22,5.86,0,0.431,6.433,49.1,7.8265,7,330.0,19.1,374.71,9.52,24.5,19.493939393939392,8.52145,0.7854042018919303,-6.212121212121214,0.31138272433926617,0.0,-1
0.19073,22,5.86,0,0.431,6.718,17.5,7.8265,7,330.0,19.1,393.74,6.56,26.2,20.357575757575756,8.52145,0.3782888045977728,-6.212121212121214,0.23000107539426537,0.0,-1
0.1403,22,5.86,0,0.431,6.487,13.0,7.3967,7,330.0,19.1,396.28,5.9,24.4,19.657575757575756,8.82231,0.3137329087847583,-6.212121212121214,0.2112223338234556,0.0,-1
0.21409,22,5.86,0,0.431,6.438,8.9,7.3967,7,330.0,19.1,377.07,3.59,24.8,19.509090909090908,8.82231,0.2077666761168594,-6.212121212121214,0.1483099937779159,0.0,-1
